name,address,zipcode,cuisine,violation_code,critical_flag,grade
dunkin' donuts,601 2 avenue,10016,donuts,10F,Not Critical,A
friedman's,450 10th ave,10018,american,10F,Not Critical,A
zaro's family bakery,2 penn plaza,10121,bakery,10B,Not Critical,A
euro pizza,3271 richmond avenue,10312,pizza,02B,Critical,A
falafel bros,711 fulton st,11217,middle eastern,08A,Not Critical,A
palermo pastry shop,5517 avenue n,11234,bakery,08C,Not Critical,A
la compagnie des vins supernaturels,249 centre st,10013,mediterranean,10F,Not Critical,A
white castle,2221 hylan boulevard,10306,hamburgers,10B,Not Critical,A
piccolo cafe,313 amsterdam avenue,10023,italian,02G,Critical,A
new dyker restaurant,8505 18 avenue,11214,american,06E,Critical,A
century super buffet,2201218 hillside avenue,11427,chinese,10B,Not Critical,C
liberty catering,1 edgewater street,10305,american,08A,Not Critical,A
applebee's,430 new dorp lane,10306,american,02H,Critical,A
mario's pizza,79 east gun hill road,10467,pizza,04M,Critical,A
dunkin' donuts,8922 roosevelt avenue,11372,donuts,06C,Critical,A
westin hotel,212 east   42 street,10017,continental,06F,Critical,A
subsational,1928 coney island ave,11230,jewish/kosher,06F,Critical,A
trump golf links at ferry point,500 hutchinson river pkwy,10465,american,10B,Not Critical,A
"kfc, taco bell",2026 coney island ave,11223,american,10F,Not Critical,A
vapor lounge,3758 e tremont ave,10465,american,04L,Critical,B
new york sushi ko,91 clinton street,10002,japanese,10D,Not Critical,A
convene,101 park ave,10178,continental,10F,Not Critical,A
le relais de venise,590 lexington avenue,10154,french,09C,Not Critical,A
music box theater,239 west   45 street,10036,american,10F,Not Critical,A
lcz restaurant,4610 8 avenue,11220,chinese,10F,Not Critical,A
checkers,2202 mott ave,11691,american,10F,Not Critical,A
silk cakes,9814 metropolitan ave,11375,bakery,06C,Critical,A
nyu kosher eatery,511 university place,10003,jewish/kosher,02G,Critical,A
rosco's pizzeria,685 franklin avenue,11238,italian,06D,Critical,A
kingston tropical bakery,4000 white plains road,10466,caribbean,10F,Not Critical,A
irving plaza,17 irving place,10003,american,10F,Not Critical,A
checkers,1611 broadway,11207,american,06E,Critical,A
piccoli,157 prospect park south west,11218,italian,08A,Not Critical,A
cats on the bay,2027 emmons ave,11235,russian,06C,Critical,A
totoya,1144 1 avenue,10065,japanese,06C,Critical,A
starbucks,5400 avenue u,11234,café/coffee/tea,10F,Not Critical,A
au bon pain,525 east   68 street,10065,american,10B,Not Critical,A
fp patisserie,1 west   58 street,10019,french,04N,Critical,A
terrace coffee shop,598 19 street,11218,café/coffee/tea,10F,Not Critical,A
lula bagel,816 nostrand ave,11216,café/coffee/tea,05D,Critical,A
chipotle mexican grill,4009 broadway,10032,tex-mex,04L,Critical,A
jimmys pizza,561 wilson avenue,11207,pizza,10F,Not Critical,A
el pollo ii restaurant,4168 victory boulevard,10314,"latin (cuban, dominican, puerto rican, south & central american)",06D,Critical,A
the folly,92 w houston st,10012,american,02G,Critical,A
chipotle mexican grill,1 new york plz,10004,mexican,06A,Critical,A
queens coffee shop,10880 roosevelt avenue,11368,"latin (cuban, dominican, puerto rican, south & central american)",06C,Critical,A
thompson alchemists,449 west broadway,10012,café/coffee/tea,04A,Critical,A
great taste dumpling,4317 8 avenue,11232,chinese,10F,Not Critical,A
blue mountain cuisine restaurant,3701 eastchester rd fl 1,10466,caribbean,10F,Not Critical,A
dunkin donuts & baskin robbins,43 jamaica ave,11207,donuts,10F,Not Critical,A
mi garba,129 4th ave,10003,other,06D,Critical,A
bar primi,325 bowery,10003,italian,06F,Critical,A
dos toros taqueria,137 4 avenue,10003,mexican,06C,Critical,A
hunter college food court,695 park avenue,10065,american,10F,Not Critical,A
locust point yacht club,21 longstreet avenue,10465,american,04A,Critical,A
albion,575 2nd ave,10016,armenian,06D,Critical,A
mirch,17227 hillside ave,11432,indian,10F,Not Critical,A
arturo's,106 west houston street,10012,italian,08A,Not Critical,A
napoli pizza,2660 hylan boulevard,10306,pizza/italian,06D,Critical,A
madame x,94 west houston street,10012,american,06D,Critical,A
totto ramen,366 west   52 street,10019,japanese,02G,Critical,A
asian chef,2904 172 street,11358,chinese,02G,Critical,A
underline coffee,511 w. 20th street,10011,café/coffee/tea,02G,Critical,A
roma bar & grill,2001 stillwell avenue,11223,eastern european,04A,Critical,A
candle cafe,1307 3 avenue,10021,vegetarian,10F,Not Critical,A
petit oven,276 bayridge avenue,11220,french,06C,Critical,A
grassy point bar & grill,1802 crossbay boulevard,11693,american,04H,Critical,A
para ti colombia con sabor,17235 hillside avenue,11432,"latin (cuban, dominican, puerto rican, south & central american)",06C,Critical,A
hale & hearty soup,55 broad street,10004,soups & sandwiches,10F,Not Critical,A
mcdonald's,7519 roosevelt ave,11372,hamburgers,02G,Critical,A
beijing house,553 wilson avenue,11207,chinese,09B,Not Critical,A
mi tierra coffee shop,5406 roosevelt ave,11377,"latin (cuban, dominican, puerto rican, south & central american)",10A,Not Critical,A
kuku canteen,289 mercer street,10003,japanese,06C,Critical,A
villa maria pizzeria,2440 eastchester road,10469,pizza,02G,Critical,A
gino's pizza,4006 13 avenue,11218,pizza,08A,Not Critical,A
the restaurant,8605 rockaway beach boulevard,11693,american,06E,Critical,A
due ponti ristorante italiano,15411 powells cove boulevard,11357,italian,10F,Not Critical,A
dragon palace,13822 farmers blvd,11434,chinese,06E,Critical,A
rollerjam usa,236 richmond valley road,10309,american,10I,Not Critical,A
zaghloul grill,61 new dorp plz n,10306,mediterranean,06C,Critical,A
residence inn times square,1033 6 avenue,10018,american,10B,Not Critical,A
burger king,2655 richmond avenue,10314,hamburgers,06D,Critical,A
lenihan's saloon,11909 atlantic avenue,11418,american,10F,Not Critical,A
starbucks,4001 broadway,10032,café/coffee/tea,10F,Not Critical,A
burger king,9202 atlantic avenue,11416,hamburgers,10F,Not Critical,A
bombay theatre,6825 fresh meadow ln,11365,other,02B,Critical,A
roosters piri piri,2047 richmond ter,10302,american,06A,Critical,A
bluestone lane coffee,30 broad,10004,café/coffee/tea,10F,Not Critical,A
angelo gordon & company,245 park ave,10167,american,10F,Not Critical,A
la tranquilite restaurant,891315 glenwood road,11236,creole,10F,Not Critical,A
pencil factory,142 franklin street,11222,american,10F,Not Critical,A
kingdom cafe & ristorante,4350 amboy road,10312,italian,02B,Critical,A
au bon pain,27005 76 avenue,11040,sandwiches/salads/mixed buffet,10F,Not Critical,A
lee's restaurant,626 e 187th st,10458,chinese,10F,Not Critical,A
la strada restaurant,139 new dorp lane,10306,italian,10F,Not Critical,A
mikes olympic grill,1637 forest avenue,10302,american,08A,Not Critical,A
bagel depot,3854 richmond avenue,10312,bagels/pretzels,09A,Not Critical,A
dosa garden sri lanka restaurant,323 victory boulevard,10301,indian,08C,Not Critical,A
oxido,18 w 23rd st,10010,mexican,10F,Not Critical,A
mcdonald's,803 forest avenue,10310,hamburgers,10B,Not Critical,A
the lighthouse healthy delicacies,20033 linden blvd,11412,"juice, smoothies, fruit salads",02G,Critical,A
all'onda,22 e 13th st,10003,italian,04L,Critical,A
anejo,668 10 avenue,10036,mexican,10B,Not Critical,A
j east,175 3 avenue,10003,chinese,10B,Not Critical,A
hallo berlin,626 10 avenue,10036,german,10F,Not Critical,A
jackie's,1084 bay street,10305,bakery,06C,Critical,A
tempo libero bar,8808 roosevelt ave,11372,spanish,04L,Critical,A
angelo's pizza,3219 greenpoint ave,11101,pizza,06C,Critical,A
union hall,502 henderson ave,10310,american,10F,Not Critical,A
kfc,15212 rockway boulevard,11434,chicken,10F,Not Critical,A
subway,7504 3 avenue,11209,sandwiches/salads/mixed buffet,10B,Not Critical,A
applebee's,2655 richmond avenue,10314,american,06E,Critical,A
richmond county country club(10th hole),900 todt hill road,10304,american,06D,Critical,A
magia en tu vida,3804 junction boulevard,11368,other,04L,Critical,A
la palapa,77 st marks place,10003,mexican,06F,Critical,A
via della pace,48 east    7 street,10003,italian,10D,Not Critical,A
nowhere,322 east   14 street,10003,american,10F,Not Critical,A
the big apple (ritz carlton hotel employee cafeteria),50 central park south,10019,american,02G,Critical,A
el sol restaurant,8707 northern boulevard,11372,peruvian,08A,Not Critical,A
la isla cafe restaurant,212 delancey street,10002,"latin (cuban, dominican, puerto rican, south & central american)",10F,Not Critical,A
bayside marina snack bar,2805 cross island parkway,11360,american,10F,Not Critical,A
shobu sushi & grill,9427 5 avenue,11209,japanese,10B,Not Critical,A
liberty pizza,482 myrtle avenue,11205,pizza,06C,Critical,A
sidley austin cafeteria,787 7 avenue,10019,american,02H,Critical,A
sweet sweet sue's,895 annadale road,10312,american,08A,Not Critical,A
grand sichuan house,8701 5 avenue,11209,chinese,10F,Not Critical,A
dunkin donuts & baskin robbins,573 lafayette ave,11205,café/coffee/tea,10B,Not Critical,A
chen's chinese,1434 richmond road,10304,chinese,10B,Not Critical,A
seafood delight,11438 sutphin blvd,11434,seafood,10F,Not Critical,A
muldoons bar,692 3 avenue,10017,irish,04H,Critical,A
lea wine bar,230 park avenue,10003,american,06F,Critical,A
zabb elee,75 2 avenue,10003,thai,06A,Critical,A
taj cafe,310 east    6 street,10003,indian,04J,Critical,A
duck village chinese restaurant,22132 horace harding_expressway,11364,korean,10F,Not Critical,A
queens concession stand,9027 sutphin boulevard,11435,american,10F,Not Critical,A
lacey's bridge tavern,75 innis street,10302,american,04N,Critical,A
jade asian bistro,331 new dorp ln,10306,chinese/japanese,09C,Not Critical,A
sing sing karaoke,9 st marks place,10003,"bottled beverages, including water, sodas, juices, etc.",10F,Not Critical,A
haagen-dazs,2655 richmond avenue,10314,"ice cream, gelato, yogurt, ices",05D,Critical,A
barrage,401 west   47 street,10036,american,04C,Critical,A
d & r health & nutrition/ herbalife,5514 roosevelt avenue,11377,café/coffee/tea,04L,Critical,A
eat-a-bagel - boat spirit of america,12 whitehall ferry terminal,10004,bagels/pretzels,10F,Not Critical,A
the immigrant tap room,341 e 9th st,10003,other,10B,Not Critical,A
tauros bar and restaurant,10802 jamaica ave,11418,mexican,10I,Not Critical,A
taqueria santa fe,214 stanhope st,11237,mexican,10B,Not Critical,A
social,795 8 avenue,10019,american,04A,Critical,A
chartwells @ manhattan school of music,120 claremont avenue,10027,american,10F,Not Critical,A
gogo-gi,3908 broadway,10032,korean,10B,Not Critical,A
cipotle mexican grill,404 broadway,10013,mexican,06F,Critical,A
the courtyard ale house,4018 queens boulevard,11104,american,06C,Critical,A
au bon pain,462 1 avenue,10016,american,10J,Not Critical,A
d'milton restaurant,94 st nicholas place,10032,spanish,06C,Critical,A
st. john's university d'angelo center food court,8000 utopia parkway,11432,american,10F,Not Critical,A
kb 50 kitchen bar,150 e 50th st,10022,american,10F,Not Critical,A
rpm,266 broome street,10002,american,10F,Not Critical,A
b.q.e. cafe billiards,7002 34 avenue,11372,american,06E,Critical,B
c. lo cafe,39 bushwick ave,11211,american,06D,Critical,A
empire steak house,151 e 50th st,10022,american,08A,Not Critical,A
box kite coffee,128 w 72nd st,10023,café/coffee/tea,10F,Not Critical,A
delicia bakery,2785 3 avenue,10455,bakery,06B,Critical,A
ashbox cafe,1154 manhattan avenue,11222,sandwiches,06D,Critical,A
subway,4348b amboy rd,10312,sandwiches,10B,Not Critical,A
burger king,5212 5 avenue,11220,hamburgers,10F,Not Critical,A
amc theatres,2310 broadway,10024,american,04N,Critical,A
bravest,700 2 avenue,10016,american,06D,Critical,A
wakamba,543 8 avenue,10018,american,10F,Not Critical,A
indian tanpura,564 amsterdam avenue,10024,indian,09C,Not Critical,A
olive garden,2 times square,10036,italian,10B,Not Critical,A
lenwich,202 w 40th st,10018,sandwiches/salads/mixed buffet,10E,Not Critical,A
liu's garden,26519 union turnpike,11040,chinese,06F,Critical,B
sushi delight,157 hester street,10013,japanese,08A,Not Critical,A
no. 1 kitchen,1250 hylan boulevard,10305,chinese,10F,Not Critical,A
katra,217 bowery,10002,american,09B,Not Critical,A
pete's grill,3914 queens boulevard,11104,american,06F,Critical,A
the eagle,554 west   28 street,10001,american,10F,Not Critical,A
boston market,854 arthur kill road,10312,american,10B,Not Critical,A
el rico tinto bakery,76-07 37th avenue,11372,spanish,06C,Critical,A
church publick,78 reade st,10007,american,02G,Critical,A
pierre loti cafe & wine bar,258 west 15 street,10011,turkish,10F,Not Critical,A
ariel's cafe,9717 queens boulevard,11374,american,08A,Not Critical,A
bread & company,425 madison avenue,10017,american,10F,Not Critical,A
emily bar restaurant,3564 95th st,11372,spanish,10F,Not Critical,A
olive garden,200 baychester ave,10475,italian,04H,Critical,C
balzem,202 mott st,10012,mediterranean,02G,Critical,A
nice china town,1411 foster ave,11230,chinese,04L,Critical,A
tabata 2 japanese noodle restaurant,557 8th ave,10018,japanese,06C,Critical,A
sole di capri,165 church street,10007,italian,06D,Critical,A
sogogoogo sushi,19701980 victory blvd,10314,japanese,04M,Critical,A
16 handles,1161 1st ave,10065,"ice cream, gelato, yogurt, ices",10F,Not Critical,A
bouchon bakery rockefeller,1 rockefeller plaza,10020,american,10E,Not Critical,A
tiny's and the bar upstairs,135 west broadway,10013,american,10F,Not Critical,A
club 101,101 park avenue,10013,american,04L,Critical,A
fit cafeteria (building a ) (8th ave),227 west   27 street,10001,american,06C,Critical,A
max fish,120 orchard st,10002,american,10H,Not Critical,A
studio 54 theatre,254 w 54th st,10019,american,05D,Critical,A
bread & tulips,365 park avenue south,10016,italian,06F,Critical,A
virgola,28 greenwich ave,10011,italian,10F,Not Critical,A
starbucks,55 broad st,10004,café/coffee/tea,10F,Not Critical,A
birdbath spring,45 spring st,10012,bakery,10F,Not Critical,A
blackwells,150 e 47th st,10017,american,06E,Critical,A
bierhaus,712 3 avenue,10017,german,06C,Critical,A
landmarc,179 west broadway,10013,french,02G,Critical,A
starbucks #23044,399 7th ave,10001,café/coffee/tea,10F,Not Critical,A
french diner,188 orchard st,10002,french,06D,Critical,A
taco bell/pizza hut express,390 8 avenue,10001,other,05D,Critical,A
bloomberg 731 lex,731 lexington ave,10022,american,06D,Critical,A
destiny/north river lobster,pier 83 @ west 43 street,10036,american,10F,Not Critical,A
emperor's house,767 forest ave,10310,chinese,04L,Critical,A
turtle cove golf center,1 city island rd,10464,american,10F,Not Critical,A
caterina pizza,3035 fulton street,11208,pizza,02G,Critical,A
saigon market,9193 university place,10003,vietnamese/cambodian/malaysia,06E,Critical,C
c & c catering service,7715 18 avenue,11214,american,10F,Not Critical,A
dell'anima,38 8 avenue,10014,italian,04N,Critical,A
hai street kitchen and co.,230 park ave,10169,japanese,02G,Critical,A
burger king,4015 queens blvd,11104,hamburgers,10F,Not Critical,A
la cabana,3917 103 street,11368,"latin (cuban, dominican, puerto rican, south & central american)",06C,Critical,A
doubletree greenhouse 36,341 west   36 street,10018,continental,06D,Critical,A
societe general,245 park ave,10167,american,10F,Not Critical,A
sushi family,25201 northern boulevard,11362,japanese,10F,Not Critical,A
the end zone bar,14944 14 avenue,11357,american,10H,Not Critical,A
racquet & tennis club,370 park avenue,10022,american,02B,Critical,A
russian baths,1075 sheepshead bay rd,11229,russian,06D,Critical,A
dunkin' donuts,900 1st ave,10022,donuts,10F,Not Critical,A
applebee's,2201 nostrand avenue,11210,american,10F,Not Critical,A
knapp pizza iii,427 kings highway,11223,pizza,02B,Critical,A
boston market,2530 hylan boulevard,10306,american,06A,Critical,A
